Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Trial Status,Sponsor,Estimated Primary Completion Date,Trial Start Date,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
AMIVANTAMAB,CHEMBL4297774,non-small cell lung carcinoma,PHASE_2,RECRUITING,"Janssen Research & Development, LLC",2029-05-23,2024-12-16,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06667076,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06667076
AMIVANTAMAB,CHEMBL4297774,non-small cell lung carcinoma,PHASE_2,RECRUITING,"University Hospital, Essen",2027-07-31,2024-11-06,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06784791,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06784791
AMIVANTAMAB,CHEMBL4297774,cutaneous squamous cell carcinoma,PHASE_2,SUSPENDED,National Cancer Institute (NCI),2029-02-28,2026-03-23,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT07042295,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT07042295
AMIVANTAMAB,CHEMBL4297774,non-small cell lung carcinoma,PHASE_2,RECRUITING,Fondazione Ricerca Traslazionale,2027-10,2025-12-02,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT07392658,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT07392658
AMIVANTAMAB,CHEMBL4297774,colorectal cancer,PHASE_1_2,RECRUITING,"Janssen Research & Development, LLC",2027-04-27,2022-07-29,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT05379595,"PMID:42013403 - Amivantamab Monotherapy in Chemorefractory RAS/BRAF Wild-Type Metastatic Colorectal Cancer: Results From OrigAMI-1, an Open-Label, Phase Ib/II Study. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2026)",,,,,https://clinicaltrials.gov/study/NCT05379595
AMIVANTAMAB,CHEMBL4297774,head and neck squamous cell carcinoma,PHASE_1_2,RECRUITING,"Janssen Research & Development, LLC",2027-12-27,2024-04-22,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06385080,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06385080
AMIVANTAMAB,CHEMBL4297774,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,"Janssen Research & Development, LLC",2028-11-30,2026-03-03,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT07227025,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT07227025
AMIVANTAMAB,CHEMBL4297774,solid tumor cancer,PHASE_1,RECRUITING,Kumquat Biosciences Inc.,2026-07-31,2024-06-03,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06507306,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06507306
AMIVANTAMAB,CHEMBL4297774,"high grade malignant brain tumours, glioblastoma",PHASE_1,RECRUITING,"Institute of Cancer Research, United Kingdom",2026-03-05,2024-10-09,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06632236,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06632236
AMIVANTAMAB,CHEMBL4297774,non-small cell lung carcinoma,PHASE_1,RECRUITING,ORIC Pharmaceuticals,2026-12,2025-02-27,Epidermal growth factor receptor erbB1 inhibitor; Hepatocyte growth factor receptor inhibitor,NCT06816992,PMID:37879444 - Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study. - (Annals of oncology : official journal of the European Society for Medical Oncology 2024),,,,,https://clinicaltrials.gov/study/NCT06816992
GEFITINIB,CHEMBL939,osteosarcoma,PHASE_2,RECRUITING,Memorial Sloan Kettering Cancer Center,2028-03,2026-03-11,Epidermal growth factor receptor erbB1 inhibitor,NCT07477457,"PMID:15118125 - EGFR mutations in lung cancer: correlation with clinical response to gefitinib therapy. - (Science (New York, N.Y.) 2004)",123631,C22H24ClFN4O3,,446.9,https://clinicaltrials.gov/study/NCT07477457
GEFITINIB,CHEMBL939,"lung cancer, non-small cell lung carcinoma",PHASE_1_2,RECRUITING,China Medical University Hospital,2026-08-27,2024-02-23,Epidermal growth factor receptor erbB1 inhibitor,NCT06071013,"PMID:15118125 - EGFR mutations in lung cancer: correlation with clinical response to gefitinib therapy. - (Science (New York, N.Y.) 2004)",123631,C22H24ClFN4O3,,446.9,https://clinicaltrials.gov/study/NCT06071013
GEFITINIB,CHEMBL939,high grade astrocytic glioma,UNKNOWN,RECRUITING,"National University Hospital, Singapore",2026-12,2023-02-17,Epidermal growth factor receptor erbB1 inhibitor,NCT05532397,PMID:10334539 - Irinotecan therapy in adults with recurrent or progressive malignant glioma. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 1999),123631,C22H24ClFN4O3,,446.9,https://clinicaltrials.gov/study/NCT05532397
GEFITINIB,CHEMBL939,pancreatic neuroendocrine tumor,UNKNOWN,RECRUITING,"Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",2026-03-31,2024-09-30,Epidermal growth factor receptor erbB1 inhibitor,NCT06592989,"PMID:19704057 - Placebo-controlled, double-blind, prospective, randomized study on the effect of octreotide LAR in the control of tumor growth in patients with metastatic neuroendocrine midgut tumors: a report from the PROMID Study Group. - (Journal of clinical oncology : official journal of the American Society of Clinical Oncology 2009)",123631,C22H24ClFN4O3,,446.9,https://clinicaltrials.gov/study/NCT06592989
CETUXIMAB,CHEMBL1201577,malignant colon neoplasm,PHASE_3,RECRUITING,Massachusetts General Hospital,2026-12,2020-04-16,Epidermal growth factor receptor erbB1 inhibitor,NCT03803553,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT03803553
CETUXIMAB,CHEMBL1201577,"liver metastases, colorectal cancer",PHASE_3,RECRUITING,Fudan University,2025-03-31,2021-01-14,Epidermal growth factor receptor erbB1 inhibitor,NCT04687631,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT04687631
CETUXIMAB,CHEMBL1201577,metastatic colorectal cancer,PHASE_3,RECRUITING,Azienda USL Reggio Emilia - IRCCS,2025-05-04,2021-04-30,Epidermal growth factor receptor erbB1 inhibitor,NCT04776655,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT04776655
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_3,RECRUITING,Johnson & Johnson Enterprise Innovation Inc.,2028-06-30,2021-12-10,Epidermal growth factor receptor erbB1 inhibitor,NCT04892173,"PMID:40323213 - Nanoray-312: phase III study of NBTXR3 + radiotherapy ± cetuximab in elderly, platinum-ineligible locally advanced HNSCC. - (Future oncology (London, England) 2025)",,,,,https://clinicaltrials.gov/study/NCT04892173
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_3,RECRUITING,Washington University School of Medicine,2028-02-28,2022-04-06,Epidermal growth factor receptor erbB1 inhibitor,NCT04966481,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT04966481
CETUXIMAB,CHEMBL1201577,"liver metastases, colorectal cancer",PHASE_3,RECRUITING,ECOG-ACRIN Cancer Research Group,2029-06-30,2023-10-19,Epidermal growth factor receptor erbB1 inhibitor,NCT05863195,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05863195
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_3,RECRUITING,"AVEO Pharmaceuticals, Inc.",2027-08,2024-01-11,Epidermal growth factor receptor erbB1 inhibitor,NCT06064877,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06064877
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_3,RECRUITING,City Clinical Oncology Hospital No 1,2026-12-31,2024-01-17,Epidermal growth factor receptor erbB1 inhibitor,NCT06226857,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06226857
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_3,RECRUITING,National Cancer Institute (NCI),2029-11-30,2025-03-27,Epidermal growth factor receptor erbB1 inhibitor,NCT06589804,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06589804
CETUXIMAB,CHEMBL1201577,"oropharynx squamous cell carcinoma, hypopharynx squamous cell carcinoma, laryngeal squamous cell carcinoma",PHASE_3,RECRUITING,Centre Leon Berard,2029-01,2025-02-20,Epidermal growth factor receptor erbB1 inhibitor,NCT06706401,PMID:40692081 - Unilateral vs bilateral neck irradiation: The importance of careful patient selection in tailoring radiation therapy for lateralized palatine-tonsil and non-palatine-tonsil oropharyngeal carcinoma. - (Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology 2025),,,,,https://clinicaltrials.gov/study/NCT06706401
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_3,RECRUITING,Merck Sharp & Dohme LLC,2029-03-28,2025-07-16,Epidermal growth factor receptor erbB1 inhibitor,NCT06997497,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06997497
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_3,RECRUITING,Brown University,2026-06-01,2025-08-27,Epidermal growth factor receptor erbB1 inhibitor,NCT06998069,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06998069
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_3,RECRUITING,University of Campania Luigi Vanvitelli,2030-10,2025-10-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07389265,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT07389265
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2_3,RECRUITING,National Cancer Institute (NCI),2027-01-01,2013-03-22,Epidermal growth factor receptor erbB1 inhibitor,NCT01810913,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT01810913
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Christopher Wilke,2031-12-16,2013-12-23,Epidermal growth factor receptor erbB1 inhibitor,NCT02128906,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT02128906
CETUXIMAB,CHEMBL1201577,"glioblastoma, anaplastic oligoastrocytoma, anaplastic astrocytoma",PHASE_2,RECRUITING,Northwell Health,2035-05,2016-05,Epidermal growth factor receptor erbB1 inhibitor,NCT02800486,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT02800486
CETUXIMAB,CHEMBL1201577,"cancer, colorectal cancer, colorectal carcinoma",PHASE_2,RECRUITING,"National Cancer Institute, Naples",2023-05-19,2019-09-05,Epidermal growth factor receptor erbB1 inhibitor,NCT03874026,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT03874026
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Wake Forest University Health Sciences,2026-12,2020-07-01,Epidermal growth factor receptor erbB1 inhibitor,NCT04375384,PMID:38249330 - Study protocol: phase II study to evaluate the effect of cetuximab monotherapy after immunotherapy with PD-1 inhibitors in patients with head and neck squamous cell cancer. - (Therapeutic advances in medical oncology 2024),,,,,https://clinicaltrials.gov/study/NCT04375384
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,UNKNOWN,West China Hospital,2025-06-01,2021-07-21,Epidermal growth factor receptor erbB1 inhibitor,NCT05022030,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05022030
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Eye & ENT Hospital of Fudan University,2024-12-25,2022-01-25,Epidermal growth factor receptor erbB1 inhibitor,NCT05260671,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05260671
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,TERMINATED,Northwestern University,2025-10-24,2022-10-10,Epidermal growth factor receptor erbB1 inhibitor,NCT05576896,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05576896
CETUXIMAB,CHEMBL1201577,rectal cancer,PHASE_2,RECRUITING,Fudan University,2024-12-01,2022-11-30,Epidermal growth factor receptor erbB1 inhibitor,NCT05628038,"PMID:38053659 - TORCH-R trial protocol: hypofractionated radiotherapy combined with chemotherapy and toripalimab for locally recurrent rectal cancer: a prospective, single-arm, two-cohort, phase II trial. - (Frontiers in oncology 2023)",,,,,https://clinicaltrials.gov/study/NCT05628038
CETUXIMAB,CHEMBL1201577,"upper rectum cancer, malignant colon neoplasm",PHASE_2,RECRUITING,Federation Francophone de Cancerologie Digestive,2026-12-30,2023-02-13,Epidermal growth factor receptor erbB1 inhibitor,NCT05706779,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05706779
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Oslo University Hospital,2038-12-31,2022-09-27,Epidermal growth factor receptor erbB1 inhibitor,NCT05725200,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05725200
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Sun Yat-sen University,2026-12-31,2023-11-09,Epidermal growth factor receptor erbB1 inhibitor,NCT05959356,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05959356
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Sun Yat-sen University,2025-03-30,2023-08-24,Epidermal growth factor receptor erbB1 inhibitor,NCT05962502,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT05962502
CETUXIMAB,CHEMBL1201577,hypopharynx cancer,PHASE_2,RECRUITING,Eye & ENT Hospital of Fudan University,2024-12-01,2024-01-18,Epidermal growth factor receptor erbB1 inhibitor,NCT06151743,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06151743
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",2025-11-30,2023-12-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06170710,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06170710
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Shanghai Institute Of Biological Products,2026-07-30,2024-09-27,Epidermal growth factor receptor erbB1 inhibitor,NCT06194656,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06194656
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Spanish Cooperative Group for the Treatment of Digestive Tumours (TTD),2029-04-01,2024-04-16,Epidermal growth factor receptor erbB1 inhibitor,NCT06207656,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06207656
CETUXIMAB,CHEMBL1201577,head and neck cancer,PHASE_2,RECRUITING,Glenn J. Hanna,2026-07-31,2024-02-16,Epidermal growth factor receptor erbB1 inhibitor,NCT06239220,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06239220
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Xinqiao Hospital of Chongqing,2025-12-31,2024-08-11,Epidermal growth factor receptor erbB1 inhibitor,NCT06279351,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06279351
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Jiang Feng,2026-12-31,2023-10-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06306846,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06306846
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Beijing Hospital,2026-02-14,2024-03-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06321081,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06321081
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,M.D. Anderson Cancer Center,2029-02-01,2025-02-24,Epidermal growth factor receptor erbB1 inhibitor,NCT06369259,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06369259
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Vall d'Hebron Institute of Oncology,2027-05-01,2024-05-17,Epidermal growth factor receptor erbB1 inhibitor,NCT06411600,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06411600
CETUXIMAB,CHEMBL1201577,oral cavity squamous cell carcinoma,PHASE_2,RECRUITING,M.D. Anderson Cancer Center,2027-05-15,2024-11-21,Epidermal growth factor receptor erbB1 inhibitor,NCT06448026,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06448026
CETUXIMAB,CHEMBL1201577,"microsatellite stable colorectal cancer, colorectal cancer",PHASE_2,RECRUITING,Fudan University,2026-12,2024-04-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06525428,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06525428
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,"Second Affiliated Hospital, School of Medicine, Zhejiang University",2026-04-15,2024-11-12,Epidermal growth factor receptor erbB1 inhibitor,NCT06540326,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06540326
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Sun Yat-sen University,2026-07-30,2024-07-18,Epidermal growth factor receptor erbB1 inhibitor,NCT06547203,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06547203
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Al-Azhar University,2025-09-01,2024-08-17,Epidermal growth factor receptor erbB1 inhibitor,NCT06575127,"PMID:10744089 - Irinotecan combined with fluorouracil compared with fluorouracil alone as first-line treatment for metastatic colorectal cancer: a multicentre randomised trial. - (Lancet (London, England) 2000)",,,,,https://clinicaltrials.gov/study/NCT06575127
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Shanghai Changzheng Hospital,2026-08-31,2024-09-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06603376,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06603376
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,2025-12-31,2024-06-03,Epidermal growth factor receptor erbB1 inhibitor,NCT06640166,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06640166
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Groupe Oncologie Radiotherapie Tete et Cou,2027-10-02,2025-01-02,Epidermal growth factor receptor erbB1 inhibitor,NCT06640725,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06640725
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Centre Paul Strauss,2028-01,2025-01-24,Epidermal growth factor receptor erbB1 inhibitor,NCT06725368,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06725368
CETUXIMAB,CHEMBL1201577,colorectal cancer,PHASE_2,RECRUITING,Fudan University,2026-12-31,2025-02-26,Epidermal growth factor receptor erbB1 inhibitor,NCT06763029,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06763029
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello,2028-10,2025-06-18,Epidermal growth factor receptor erbB1 inhibitor,NCT06856213,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06856213
CETUXIMAB,CHEMBL1201577,head and neck squamous cell carcinoma,PHASE_2,RECRUITING,Gruppo Oncologico del Nord-Ovest,2027-08-20,2025-02-20,Epidermal growth factor receptor erbB1 inhibitor,NCT06869473,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06869473
CETUXIMAB,CHEMBL1201577,"colorectal cancer liver metastasis, rectum adenocarcinoma",PHASE_2,RECRUITING,"Sixth Affiliated Hospital, Sun Yat-sen University",2027-04-01,2025-04-02,Epidermal growth factor receptor erbB1 inhibitor,NCT06908031,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06908031
CETUXIMAB,CHEMBL1201577,solid tumors,PHASE_2,RECRUITING,"Shandong Suncadia Medicine Co., Ltd.",2026-12,2025-04-28,Epidermal growth factor receptor erbB1 inhibitor,NCT06915142,"PMID:31566309 - Encorafenib, Binimetinib, and Cetuximab in BRAF V600E-Mutated Colorectal Cancer. - (The New England journal of medicine 2019)",,,,,https://clinicaltrials.gov/study/NCT06915142
