Drug Name,Drug ID (ChEMBL),Queried Disease (per drug),Phase,Trial Status,Sponsor,Estimated Primary Completion Date,Trial Start Date,Mechanism of Action,Trial IDs (NCT),PubMed Reference,PubChem CID,Molecular Formula,Canonical SMILES,Molecular Weight,Source URLs
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1,RECRUITING,"National Cancer Center, China",2025-04-01,2024-05-22,Epidermal growth factor receptor erbB1 inhibitor,NCT06362980,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06362980
OSIMERTINIB,CHEMBL3353410,solid tumor cancer,PHASE_1,RECRUITING,Kumquat Biosciences Inc.,2026-07-31,2024-06-03,Epidermal growth factor receptor erbB1 inhibitor,NCT06507306,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06507306
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,PHASE_1,RECRUITING,"Nuvectis Pharma, Inc.",2026-12,2025-12-18,Epidermal growth factor receptor erbB1 inhibitor,NCT07315113,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07315113
OSIMERTINIB,CHEMBL3353410,"non-small cell lung carcinoma, leptomeningeal metastasis",UNKNOWN,RECRUITING,Guangzhou Medical University,2026-06-20,2024-04-18,Epidermal growth factor receptor erbB1 inhibitor,NCT06304441,PMID:31544065 - A Pilot Phase 1 Study of Intrathecal Pemetrexed for Refractory Leptomeningeal Metastases From Non-small-cell Lung Cancer. - (Frontiers in oncology 2019),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06304441
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,UNKNOWN,RECRUITING,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,2026-09-05,2024-08-05,Epidermal growth factor receptor erbB1 inhibitor,NCT06532149,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06532149
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,UNKNOWN,RECRUITING,"PrECOG, LLC.",2028-08,2024-09-17,Epidermal growth factor receptor erbB1 inhibitor,NCT06538038,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT06538038
OSIMERTINIB,CHEMBL3353410,non-small cell lung carcinoma,UNKNOWN,RECRUITING,Gruppo Oncologico Italiano di Ricerca Clinica,2028-12,2026-04-14,Epidermal growth factor receptor erbB1 inhibitor,NCT07363252,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07363252
OSIMERTINIB,CHEMBL3353410,"non-small cell lung carcinoma, leptomeningeal metastasis",UNKNOWN,RECRUITING,Second Affiliated Hospital of Nanchang University,2027-12-30,2026-02-15,Epidermal growth factor receptor erbB1 inhibitor,NCT07398599,PMID:38924756 - Amivantamab plus Lazertinib in Previously Untreated EGFR-Mutated Advanced NSCLC. - (The New England journal of medicine 2024),71496458,C28H33N7O2,,499.6,https://clinicaltrials.gov/study/NCT07398599
VANDETANIB,CHEMBL24828,"thyroid gland undifferentiated (anaplastic) carcinoma, medullary thyroid gland carcinoma, thyroid gland papillary carcinoma, thyroid cancer, thyroid gland follicular carcinoma, poorly differentiated thyroid gland carcinoma",PHASE_2,RECRUITING,West China Hospital,2024-12-01,2021-06-01,Ephrin receptor inhibitor; Epidermal growth factor receptor inhibitor; Tyrosine-protein kinase BRK inhibitor; Tyrosine-protein kinase SRC inhibitor; Tyrosine-protein kinase TIE-2 inhibitor; Tyrosine-protein kinase receptor RET inhibitor; Vascular endothelial growth factor receptor inhibitor,NCT06482086,"PMID:40304938 - Precision treatment guided by patient-derived organoids-based drug testing for locally advanced thyroid cancer: a single arm, phase 2 study. - (Endocrine 2025)",3081361,C22H24BrFN4O2,,475.4,https://clinicaltrials.gov/study/NCT06482086
DACOMITINIB,CHEMBL2105719,non-small cell lung carcinoma,PHASE_3,RECRUITING,Region Skane,2028-09,2022-09-21,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT06486142,"PMID:31591158 - Efficacy and safety of first line treatments for patients with advanced epidermal growth factor receptor mutated, non-small cell lung cancer: systematic review and network meta-analysis. - (BMJ (Clinical research ed.) 2019)",11511120,C24H25ClFN5O2,,469.9,https://clinicaltrials.gov/study/NCT06486142
DACOMITINIB,CHEMBL2105719,rare solid tumors,PHASE_2,RECRUITING,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",2026-07-01,2020-08-15,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT04423185,"PMID:34083331 - Platform study of genotyping-guided precision medicine for rare solid tumours: a study protocol for a phase II, non-randomised, 18-month, open-label, multiarm, single-centre clinical trial testing the safety and efficacy of multiple Chinese-approved targeted drugs and PD-1 inhibitors in the treatment of metastatic rare tumours. - (BMJ open 2021)",11511120,C24H25ClFN5O2,,469.9,https://clinicaltrials.gov/study/NCT04423185
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_3,RECRUITING,Peking Union Medical College Hospital,2026-12-31,2024-07-15,Epidermal growth factor receptor erbB1 inhibitor,NCT06674343,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06674343
FIRMONERTINIB,CHEMBL4297258,"brain metastases, non-small cell lung carcinoma",PHASE_3,RECRUITING,"Allist Pharmaceuticals, Inc.",2029-03,2024-09-26,Epidermal growth factor receptor erbB1 inhibitor,NCT06970639,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06970639
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_3,RECRUITING,"Allist Pharmaceuticals, Inc.",2028-10-31,2025-05-28,Epidermal growth factor receptor erbB1 inhibitor,NCT07010419,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT07010419
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_3,RECRUITING,"ArriVent BioPharma, Inc.",2029-02,2025-12-17,Epidermal growth factor receptor erbB1 inhibitor,NCT07185997,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT07185997
FIRMONERTINIB,CHEMBL4297258,"epidermal growth factor receptor mutation positive circulating tumor cell DNA, non-small cell lung carcinoma",PHASE_2,RECRUITING,Sun Yat-sen University,2025-02-28,2022-05-06,Epidermal growth factor receptor erbB1 inhibitor,NCT05334277,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT05334277
FIRMONERTINIB,CHEMBL4297258,"central nervous system metastases, non-small cell lung carcinoma",PHASE_2,RECRUITING,Hunan Province Tumor Hospital,2024-12-31,2022-05-01,Epidermal growth factor receptor erbB1 inhibitor,NCT05379803,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT05379803
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_2,UNKNOWN,Peking Union Medical College Hospital,2026-07-01,2022-08-06,Epidermal growth factor receptor erbB1 inhibitor,NCT05445310,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT05445310
FIRMONERTINIB,CHEMBL4297258,lung adenocarcinoma,PHASE_2,RECRUITING,"Shanghai Pulmonary Hospital, Shanghai, China",2023-10-01,2022-02-01,Epidermal growth factor receptor erbB1 inhibitor,NCT05503667,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT05503667
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_2,RECRUITING,"Juan LI, MD",2026-12-01,2023-12-31,Epidermal growth factor receptor erbB1 inhibitor,NCT06192849,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06192849
FIRMONERTINIB,CHEMBL4297258,lung adenocarcinoma,PHASE_2,RECRUITING,Changhai Hospital,2025-06,2024-05-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06394674,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06394674
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_2,RECRUITING,Jialei Wang,2026-12,2024-10-01,Epidermal growth factor receptor erbB1 inhibitor,NCT06652048,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06652048
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_2,RECRUITING,"Abbisko Therapeutics Co, Ltd",2027-12-30,2024-11-25,Epidermal growth factor receptor erbB1 inhibitor,NCT06668103,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06668103
FIRMONERTINIB,CHEMBL4297258,"brain metastases, non-small cell lung carcinoma",PHASE_2,RECRUITING,Li-kun Chen,2028-02-01,2024-09-04,Epidermal growth factor receptor erbB1 inhibitor,NCT06728865,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06728865
FIRMONERTINIB,CHEMBL4297258,"brain metastasis, non-small cell lung carcinoma",PHASE_2,RECRUITING,Henan Cancer Hospital,2027-09-02,2025-04-02,Epidermal growth factor receptor erbB1 inhibitor,NCT06945705,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06945705
FIRMONERTINIB,CHEMBL4297258,"EGFR mutation combined with MET-positive non-small cell lung cancer, non-small cell lung carcinoma",PHASE_2,RECRUITING,"RemeGen Co., Ltd.",2026-05-31,2025-06-30,Epidermal growth factor receptor erbB1 inhibitor,NCT06962865,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06962865
FIRMONERTINIB,CHEMBL4297258,"brain parenchymal metastases, non-small cell lung carcinoma, leptomeningeal metastasis",PHASE_2,RECRUITING,Tianjin Medical University Cancer Institute and Hospital,2028-12-30,2025-12-22,Epidermal growth factor receptor erbB1 inhibitor,NCT07304739,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT07304739
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,"RemeGen Co., Ltd.",2025-09-01,2023-09-07,Epidermal growth factor receptor erbB1 inhibitor,NCT05821933,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT05821933
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,"InxMed (Shanghai) Co., Ltd.",2026-07-31,2023-07-13,Epidermal growth factor receptor erbB1 inhibitor,NCT05994131,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT05994131
FIRMONERTINIB,CHEMBL4297258,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,Peking University Cancer Hospital & Institute,2027-04,2025-04-08,Epidermal growth factor receptor erbB1 inhibitor,NCT07087223,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT07087223
FIRMONERTINIB,CHEMBL4297258,lung cancer,PHASE_1_2,RECRUITING,Minghui Pharmaceutical (Hangzhou) Ltd,2029-05,2025-05-09,Epidermal growth factor receptor erbB1 inhibitor,NCT07229599,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT07229599
FIRMONERTINIB,CHEMBL4297258,"non-small cell lung carcinoma, leptomeningeal metastasis",UNKNOWN,RECRUITING,Henan Cancer Hospital,2025-03-30,2024-12-20,Epidermal growth factor receptor erbB1 inhibitor,NCT06643000,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT06643000
FIRMONERTINIB,CHEMBL4297258,"leptomeningeal metastasis, non-small cell lung carcinoma",UNKNOWN,RECRUITING,Guangzhou University of Traditional Chinese Medicine,2028-09-30,2026-03-01,Epidermal growth factor receptor erbB1 inhibitor,NCT07348965,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT07348965
FIRMONERTINIB,CHEMBL4297258,"non-small cell lung carcinoma, leptomeningeal metastasis",UNKNOWN,RECRUITING,Second Affiliated Hospital of Nanchang University,2027-12-30,2026-02-15,Epidermal growth factor receptor erbB1 inhibitor,NCT07398599,"PMID:41500871 - Efficacy and Safety of Firmonertinib Plus Anlotinib as First-Line Treatment for Advanced NSCLC With EGFR Mutations: A Single-Arm, Phase I/II Trial. - (Clinical lung cancer 2026)",118861389,C28H31F3N8O2,,568.6,https://clinicaltrials.gov/study/NCT07398599
CLN-081,CHEMBL4650281,"epidermal growth factor receptor exon 20 insertion mutation, epidermal growth factor receptor uncommon mutation, non-small cell lung carcinoma",PHASE_2,RECRUITING,"Taiho Oncology, Inc.",2028-08-31,2023-07-31,Epidermal growth factor receptor erbB1 inhibitor,NCT05967689,PMID:36380577 - Targeting exon 20 insertion mutations in lung cancer. - (Current opinion in oncology 2023),117918742,C23H20N6O,,396.4,https://clinicaltrials.gov/study/NCT05967689
DACOMITINIB ANHYDROUS,CHEMBL2110732,"advanced solid tumor, non-Hodgkin lymphoma, plasma cell myeloma, thyroid gland carcinoma",PHASE_2,RECRUITING,The Netherlands Cancer Institute,2027-09,2016-08,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT02925234,PMID:35086719 - Comprehensive Molecular Characterization Reveals Genomic and Transcriptomic Subtypes of Metastatic Urothelial Carcinoma. - (European urology 2022),11511120,C24H25ClFN5O2,,469.9,https://clinicaltrials.gov/study/NCT02925234
DACOMITINIB ANHYDROUS,CHEMBL2110732,non-small cell lung carcinoma,PHASE_1_2,RECRUITING,Shanghai Chest Hospital,2025-01-01,2022-10-13,Epidermal growth factor receptor erbB1 inhibitor; Receptor protein-tyrosine kinase erbB-2 inhibitor; Receptor protein-tyrosine kinase erbB-4 inhibitor,NCT05271916,PMID:17374728 - The role of VEGF and EGFR inhibition: implications for combining anti-VEGF and anti-EGFR agents. - (Molecular cancer research : MCR 2007),11511120,C24H25ClFN5O2,,469.9,https://clinicaltrials.gov/study/NCT05271916
